propensao,nome,cnpj,porte,bairro,endereco,idade_anos,unidades,arquetipo,tel_1,tel_1_tipo,tel_1_whatsapp,tel_1_corrigido,tel_2,tel_2_tipo,tel_2_whatsapp,email
0.7220,DENTQUALITY,13.638.600/0001-21,DEMAIS,ASA NORTE,"QUADRA SDN LOTE, S/N, CONJ  A SALA 4056         CONJ  NACIONAL, ASA NORTE, CEP 70077900, Brasilia/DF",15,1,clinica_geral,(61) 3244-2276,fixo,+556132442276,,,,,anaxsandro@hotmail.com
0.7220,CASTRO VALLE ODONTOLOGIA,07.990.346/0001-23,EPP,ASA NORTE,"SETOR SCN QUADRA 02 BLOCO D ENTRADA A, S/N, SALA  301 E 303, ASA NORTE, CEP 70712904, Brasilia/DF",20,1,clinica_geral,(61) 3328-9837,fixo,+556133289837,,,,,castrovalleodontologia@gmail.com
0.7220,CONSULTORIO ODONTOLOGICO ORTO-VITTA,11.294.836/0001-62,EPP,AGUAS CLARAS,"AVENIDA DAS ARAUCARIAS LOTES 1835/2005, SN, SALA  472, AGUAS CLARAS, CEP 71936970, Brasilia/DF",16,1,clinica_geral,(61) 9 9842-5412,celular,+5561998425412,sim,,,,paulosilvatrans82@gmail.com
0.7220,DUAL ODONTOLOGIA AVANCADA,07.135.223/0001-05,EPP,ASA SUL,"SHL/SUL QDA 716 BLOCO F, S/N, SALA 605, ASA SUL, CEP 70390700, Brasilia/DF",21,1,clinica_geral,(61) 613219503,indefinido,,,,,,
0.7220,PERSONALE ODONTOLOGIA,08.856.792/0001-02,EPP,ASA NORTE,"SETOR SCN, 50, QUADRA05                  BLOCO A                   SALA  819 E 820, ASA NORTE, CEP 70715900, Brasilia/DF",19,1,clinica_geral,(61) 3039-4965,fixo,+556130394965,,,,,contato@personaleodontologia.com.br
0.7205,FABIO CUNHA ODONTOLOGIA ESPECIALIZADA,30.937.579/0001-84,EPP,SETOR HABITACIONAL VICENTE PIRES,"RUA RUA 5 CHACARA 180 LOTE, 16, LOJA  02, SETOR HABITACIONAL VICENTE PIRES, CEP 72006090, Brasilia/DF",8,1,marca_pessoal,(61) 3046-2026,fixo,+556130462026,,,,,
0.7205,INSTITUTO GUSTAVO CRUZ,34.318.338/0001-08,EPP,ASA NORTE,"QUADRA SDN CONJUNTO A, S/N, SALA  4086 E 4094, ASA NORTE, CEP 70077900, Brasilia/DF",7,1,clinica_institucional,(61) 3131-3131,fixo,+556131313131,,,,,financeiro@ioabrasilia.com.br
0.7205,ROYAL SMILE,35.535.092/0001-99,EPP,SETOR HABITACIONAL VICENTE PIRES,"RUA 10 CHACARA 162 LOTE, 02, LOJA  06, SETOR HABITACIONAL VICENTE PIRES, CEP 72007310, Brasilia/DF",6,1,clinica_geral,(61) 9 9274-2699,celular,+5561992742699,sim,,,,rodrigo.c.rocha@outlook.com
0.7205,MAIADOC' ODONTOLOGIA & ESTETICA,05.769.224/0001-86,ME,SOBRADINHO,"QUADRA 02 CONJUNTO D-4 LOTE, 02, SOBRADINHO, CEP 73015404, Brasilia/DF",23,1,especialista_alto_ticket,(61) 3487-3081,fixo,+556134873081,,(61) 3591-2410,fixo,+556135912410,globalcontabilidadebsb@pop.com.br
0.7205,LAC- VITAE,08.263.838/0001-80,ME,SETOR TRADICIONAL (PLANALTINA),"AVENIDA INDEPENDENCIA (QUADRAS 12,13, E 18), LT 03, SLJ, SETOR TRADICIONAL (PLANALTINA), CEP 73330001, Brasilia/DF",20,1,especialista_alto_ticket,(61) 3028-2500,fixo,+556130282500,,,,,redeortoplanaltina@gmail.com
0.7195,ODONTOLIFE CLINICA ODONTOLOGICA LTDA,33.472.416/0001-61,EPP,TAGUATINGA,"QUADRA CNB 11 LOTE 09, SN, SALA  106, TAGUATINGA, CEP 72115938, Brasilia/DF",36,1,clinica_geral,(61) 3562-3550,fixo,+556135623550,,,,,
0.7190,CLINICA ODONTOLOGICA DANIELE CASTRO,03.271.991/0001-35,EPP,ASA NORTE,"SETOR SCN QUADRA 5, SN, BLOCO A                         ENTRADA 50          SALA  1304, ASA NORTE, CEP 70715900, Brasilia/DF",27,1,clinica_geral,(61) 3328-2118,fixo,+556133282118,,,,,
0.7190,LUISA ELITA CASADO - CLINICA ODONTOLOGICA.,01.418.632/0001-32,EPP,ASA SUL,"SETOR SETOR HOSPITALAR LOCAL SUL, QUADRA 716, CONJUNTO L BLOCO, 02, SALA  302, 417, 419, ASA SUL, CEP 70390700, Brasilia/DF",29,1,clinica_geral,(61) 3963-3333,fixo,+556139633333,,,,,
0.7190,CLINICA MARINHO ODONTOLOGIA E ESTETICA FACIAL,01.838.196/0001-50,ME,AREAL (AGUAS CLARAS),"QUADRA QS 5 RUA 600 LOTE, 21, SALA  106 E 111, AREAL (AGUAS CLARAS), CEP 71955100, Brasilia/DF",29,1,especialista_alto_ticket,(61) 9 9839-7905,celular,+5561998397905,sim,,,,ruthmarinhoodonto@gmail.com
0.7180,ODONTO Z ODONTOLOGIA DE A A Z LTDA,24.250.951/0001-87,EPP,NORTE (AGUAS CLARAS),"RUA COPAIBA LOTE, 01,       TORRE A             SALA  2001 A 2008, NORTE (AGUAS CLARAS), CEP 71919540, Brasilia/DF",10,1,clinica_geral,(61) 3561-9800,fixo,+556135619800,,,,,vinicius.conde@hotmail.com.br
0.7180,LIFE ODONTOLOGIA,20.513.858/0001-67,DEMAIS,ASA SUL,"SETOR SGAS SETOR DE GRANDES AREAS SUL QUADRA 607 CONSULTORIO, 25, CONJ  B                   TERREO                    EDIF  METROPOLIS, ASA SUL, CEP 70200670, Brasilia/DF",12,1,clinica_geral,(61) 3563-3163,fixo,+556135633163,,,,,
0.7180,PLENI ODONTOLOGIA,18.260.440/0001-43,EPP,ASA SUL,"SETOR SEPS 709/909 CONJUNTO A BLOCO A SALA, 417, ASA SUL, CEP 70390095, Brasilia/DF",13,1,clinica_geral,(61) 9 9969-4462,celular,+5561999694462,sim,(61) 3541-9993,fixo,+556135419993,angelica.fc83@gmail.com
0.7180,LARISSA JUNQUEIRA ODONTOLOGIA,15.812.369/0001-76,EPP,ASA SUL,"SETOR SHLS QUADRA, 716, QUADRA76                  CONJ  210                 BLOCO F, ASA SUL, CEP 70390700, Brasilia/DF",14,1,marca_pessoal,(61) 3223-0195,fixo,+556132230195,,,,,larissaodonto10@gmail.com
0.7180,CONSULTORIO ODONTOLOGICO,00.721.175/0003-50,DEMAIS,ASA SUL,"SETOR SDS BLOCO, SN,       Q                   EDIF  VENANCIO IV         SALA  419/420, ASA SUL, CEP 70393900, Brasilia/DF",10,1,clinica_geral,(61) 3039-6990,fixo,+556130396990,,,,,
0.7170,SO IMPLANTES - TRATAMENTOS ODONTOLOGICOS,31.264.663/0001-47,EPP,TAGUATINGA NORTE (TAGUATINGA),"QUADRA QNA 29, EDIFICIO BRASILIA PLAZA CENTER, LOTE, 8, SALA  301, TAGUATINGA NORTE (TAGUATINGA), CEP 72110290, Brasilia/DF",8,1,especialista_alto_ticket,(61) 3204-3023,fixo,+556132043023,,(61) 9 9177-3193,celular,+5561991773193,dentclean@uol.com.br
0.7165,SARKIS ODONTOLOGIA ESPECIALIZADA,34.469.939/0001-11,DEMAIS,SETOR HABITACIONAL VICENTE PIRES,"RUA 5 CHACARA 116 LOTE, 1E, SALA  203 E 205, SETOR HABITACIONAL VICENTE PIRES, CEP 72006180, Brasilia/DF",7,1,clinica_institucional,(61) 9 8661-2030,celular,+5561986612030,sim,,,,brendasarkis.arq@gmail.com
0.7165,ALBUQ ODONTOLOGIA ESPECIALIZADA,27.039.919/0001-45,EPP,ASA NORTE,"SETOR SCN QUADRA  01 BLOCO F SALA 1702 EDIFICIO AMERICA OFFICE TOW, SN, ASA NORTE, CEP 70711905, Brasilia/DF",9,1,clinica_institucional,(61) 9 9164-3631,celular,+5561991643631,sim,,,,orthocare.br@gmail.com
0.7165,LUNIC ODONTOLOGIA ESPECIALIZADA,26.859.402/0001-30,EPP,AGUAS CLARAS,"AVENIDA DAS ARAUCARIAS LOTES 1835, 1905, 1955 E, 2005, SALA  512, AGUAS CLARAS, CEP 71936970, Brasilia/DF",9,1,clinica_institucional,(61) 9 8411-5754,celular,+5561984115754,sim,,,,jgamadelvaux@gmail.com
0.7165,QUALITY CENTRO DE IMPLANTE ORAL,16.806.318/0001-02,ME,PONTE ALTA NORTE (GAMA),"NUCLEO RURAL NUCLEO RURAL NUCR RODOVIA DF 480 CH SAO JORGE LOTES, 3 A 8, SALA  101, PONTE ALTA NORTE (GAMA), CEP 72427010, Brasilia/DF",14,1,especialista_alto_ticket,(61) 9 9861-2199,celular,+5561998612199,sim,,,,qualityimplanteoral@gmail.com
0.7165,IMPLANTAT ODONTOLOGIA LTDA,36.420.190/0001-43,ME,ASA NORTE,"SETOR SETOR SETOR SRTVN QUADRA 701 CONJUNTO C, ALA B, SALA, 127, ASA NORTE, CEP 70719000, Brasilia/DF",6,1,especialista_alto_ticket,(61) 9 9675-0795,celular,+5561996750795,sim,,,,
0.7165,AURUM CLINICA DE ESTETICA,27.252.098/0001-20,ME,ASA SUL,"QUADRA SGAS 915, 68, CONJ  O                   SALA  023                 SETOR HOSP SUL ADVANCE II, ASA SUL, CEP 70390150, Brasilia/DF",9,1,especialista_alto_ticket,(61) 3333-8544,fixo,+556133338544,,,,,unidadepremiumrc@hotmail.com
0.7165,ODONTO ESTETICA,26.893.238/0001-87,ME,SETOR SUDOESTE,"QUADRA CLSW 504 BLOCO B, 129, SALA, SETOR SUDOESTE, CEP 70673642, Brasilia/DF",9,1,especialista_alto_ticket,(61) 9 9206-0646,celular,+5561992060646,sim,,,,marcelo034@hotmail.com
0.7165,NOVITALI ODONTOLOGIA & HARMONIZACAO FACIAL,35.786.370/0001-80,ME,SUL (AGUAS CLARAS),"RUA 35 SUL LOTE 11, 13 E 15 E RUA 36 SUL LOTE, 14, LOJA  02, SUL (AGUAS CLARAS), CEP 71931180, Brasilia/DF",6,1,especialista_alto_ticket,(61) 3551-7323,fixo,+556135517323,,(61) 9 9106-7111,celular,+5561991067111,novitaliodontologia@gmail.com
0.7165,HARMONIZARE ODONTOLOGIA,36.331.512/0001-88,ME,ASA NORTE,"QUADRA SGAN 915 CONJUNTO G BLOCO C SALAS 305 E 306, S/N, ASA NORTE, CEP 70790157, Brasilia/DF",6,1,especialista_alto_ticket,(61) 3033-3332,fixo,+556130333332,,,,,drhenriquerosa@yahoo.com.br
0.7165,NOSSA CLINICA,31.715.872/0001-60,ME,ASA SUL,"QUADRA SCS QD 06 BLOCO A N 141 SALA, 108,       PARTE I, ASA SUL, CEP 70327900, Brasilia/DF",7,1,especialista_alto_ticket,(61) 9 8199-8364,celular,+5561981998364,sim,,,,corieodonto@gmail.com
0.7160,INSTITUTO HORIZZON ODONTOLOGIA,15.390.544/0001-84,ME,SUL (AGUAS CLARAS),"AVENIDA DAS ARAUCARIAS, 1205, SALA  107                 EDIF  ESPACO VIP, SUL (AGUAS CLARAS), CEP 71936250, Brasilia/DF",14,1,clinica_institucional,(61) 3563-1079,fixo,+556135631079,,,,,institutohorizzon.odonto@gmail.com
0.7160,CLINICA ODONTHOS,15.202.901/0001-33,ME,ASA NORTE,"SETOR SDN, SN, CONJ  A                   SALA  6004, ASA NORTE, CEP 70077900, Brasilia/DF",14,1,clinica_geral,(61) 9 8147-7002,celular,+5561981477002,sim,(61) 9 8115-6722,celular,+5561981156722,
0.7160,ODONTO CLINICA GISELE LIMA,22.891.516/0001-06,ME,ASA SUL,"SETOR SRTVS, 110, QUADRA: 701BLOCO O SALA 461;, ASA SUL, CEP 70340000, Brasilia/DF",11,1,clinica_geral,(61) 9 9214-2356,celular,+5561992142356,sim,,,,
0.7155,EXCELENCIA ORTODONTIA,21.857.574/0001-50,DEMAIS,SETOR DE HABITACOES INDIVIDUAIS SUL,"QUADRA SHIS HPP QI 9 CONJUNTO E BLOCO II SALA 201, S/N, SETOR DE HABITACOES INDIVIDUAIS SUL, CEP 71625009, Brasilia/DF",11,1,especialista_alto_ticket,(61) 3347-8744,fixo,+556133478744,,,,,br.contabilidade@uol.com.br
0.7150,RAMOS ODONTOLOGIA INTEGRADA,04.609.912/0001-16,ME,ASA SUL,"QUADRA SGAS 607 CONJUNTO B CONSULTORIOS 219, 220 E 221, S/N, ASA SUL, CEP 70200670, Brasilia/DF",25,1,especialista_alto_ticket,(61) 3244-2021,fixo,+556132442021,,,,,atendimento@clinicaclaudioramos.com.br
0.7145,CLINICA VANINI,12.018.855/0001-29,EPP,TAGUATINGA SUL (TAGUATINGA),"QUADRA QSA 15 LOTE, 01,       TERREO E 1 ANDAR, TAGUATINGA SUL (TAGUATINGA), CEP 72015150, Brasilia/DF",16,1,clinica_geral,(61) 9 8349-3090,celular,+5561983493090,sim,,,,vaniniclinica@gmail.com
0.7125,CENTRO ODONTOLOGICO CARVALHO & CASTRO,20.181.513/0001-53,DEMAIS,GUARA II,"RUA 03, S/N, LOTE  05                  LOJA  02                        POLO DE MODAS, GUARA II, CEP 71070503, Brasilia/DF",12,1,clinica_institucional,(61) 3301-2709,fixo,+556133012709,,(61) 9 8147-2707,celular,+5561981472707,cocc.odontologia@gmail.com
0.7125,CENTRAL ODONTO CLINICA ODONTOLOGICA,24.344.599/0001-49,EPP,NUCLEO BANDEIRANTE,"AVENIDA CENTRAL, S/N, LOJA  01                  LOTE  360, NUCLEO BANDEIRANTE, CEP 71710570, Brasilia/DF",10,1,clinica_geral,(61) 3022-0366,fixo,+556130220366,,,,,centralodontosuaiden@hotmail.com
0.7120,A & C CLINICA ODONTOLOGICA,09.001.324/0001-19,ME,ASA NORTE,"QUADRA CLN 309 BLOCO C, 54, SALA  101 111 112 113 114, ASA NORTE, CEP 70755530, Brasilia/DF",19,1,clinica_institucional,(61) 3347-7113,fixo,+556133477113,,,,,melo-alexandre@hotmail.com
0.7120,FRONTE,05.383.821/0001-78,ME,ASA NORTE,"SCN QD 01 BLOCO F, 79, SALAS 917-918, ASA NORTE, CEP 70711905, Brasilia/DF",23,1,clinica_institucional,(61) 614432756,indefinido,,,,,,
0.7120,CRIE LOUNGE,09.186.129/0001-00,ME,ASA NORTE,"QUADRA SMHN QUADRA 2 BLOCO B CONSULTORIOS 207, 208,209,210 E 211, SN, ASA NORTE, CEP 70710146, Brasilia/DF",18,1,clinica_geral,(61) 3326-5566,fixo,+556133265566,,,,,admin@crieodontologia.com.br
0.7120,LUME CENTRO ODONTOLOGICO,05.364.882/0001-98,ME,ASA SUL,"SEP/SUL EQ 710/910 CONJ D SALA, 441, ASA SUL, CEP 70390108, Brasilia/DF",23,1,clinica_institucional,(06) 1343-3001,fixo,+550613433001,,,,,
0.7115,DIRCE NASCIMENTO ODONTOLOGIA,21.306.978/0001-56,DEMAIS,BRASILIA,"SETOR SCN QD 5 BL A-50, SN, SALA  805 E 806           EDIF  BRASILIA SHOPPING, BRASILIA, CEP 70715900, Brasilia/DF",11,1,clinica_geral,(11) 5194-5907,fixo,+551151945907,,,,,legal@kesefcontabil.com.br
0.7115,ODONTOCLEAN,18.208.743/0001-17,DEMAIS,CEILANDIA NORTE (CEILANDIA),"QUADRA QNN 1 CJ A LT, 9, LOJA  01, CEILANDIA NORTE (CEILANDIA), CEP 72225010, Brasilia/DF",13,1,clinica_geral,(61) 3372-4853,fixo,+556133724853,,,,,novaodontocleanrx@gmail.com
0.7115,SORRI CLINIC,19.152.643/0001-89,DEMAIS,SAO SEBASTIAO,"RUA DA GAMELEIRA, 611, SALA  104 E 106 CENTRO, SAO SEBASTIAO, CEP 71691085, Brasilia/DF",12,1,clinica_geral,(61) 3551-2097,fixo,+556135512097,,,,,
0.7110,CLINICA ODONTOLOGICA OMAR SILVA SS LTDA,03.636.651/0001-60,DEMAIS,ASA SUL,"SETOR SHS QUADRA 6 BLOCOS A AO F LOTE 1, S/N, CONJ  A                   BLOCO E                   SALA  1126 E 1127, ASA SUL, CEP 70322915, Brasilia/DF",38,1,clinica_geral,(61) 3347-8744,fixo,+556133478744,,,,,br.cont@hotmail.com
0.7110,ELAINE MARQUES CLINICA ODONTOLOGICA,01.268.155/0001-76,DEMAIS,SETOR SUDOESTE,"QUADRA SHS/SW CHSW BLOCO 03/04/05, S/N, SALA  SALA 253, SETOR SUDOESTE, CEP 70640010, Brasilia/DF",30,1,clinica_geral,(61) 3562-1636,fixo,+556135621636,,(61) 3562-1636,fixo,+556135621636,elaine.dentista@gmail.com
0.7110,CENTRO ODONTOLOGIA,37.991.254/0001-29,DEMAIS,ASA NORTE,"SETOR SCN QUADRA 01 BLOCO C SALA 902, 85, ASA NORTE, CEP 70711902, Brasilia/DF",33,1,clinica_institucional,(61) 3327-3606,fixo,+556133273606,,,,,lilianagae@gmail.com
0.7110,CLINICA ODONTOLOGICA JOAO VIEIRA E VANUSKA RIBEIRO MELLO LTDA,01.310.284/0001-85,EPP,SETOR SUDOESTE,"QUADRA SHCSW CHSW BLOCOS 3/4/5 SALA, 234, SETOR SUDOESTE, CEP 70673416, Brasilia/DF",30,1,clinica_geral,(61) 9 8249-1736,celular,+5561982491736,sim,,,,contecontabilidadeonline@gmail.com
0.7110,CLINICA ODONTOLOGICA SAO MARCOS S/S LTDA,00.937.470/0001-86,EPP,ASA NORTE,"SCN QD 02 BL D ENTRADA B, S/N, SALA 524 E 525, ASA NORTE, CEP 70301970, Brasilia/DF",31,1,clinica_geral,(61) 613287633,indefinido,,,,,,
0.7110,INSTITUTO DE ODONTOLOGIA GLORIA  DE MELO SS LTDA,02.030.725/0001-58,EPP,LAGO SUL,"SHIS CL QI 03 BLOCO D, S/N, SALA 116, LAGO SUL, CEP 71605200, Brasilia/DF",29,1,clinica_institucional,(61) 613652805,indefinido,,,,,,
0.7110,CLINICA ODONTOLOGICA E DE PSICOLOGIA REGINALDO CASTEJON,01.341.293/0001-33,DEMAIS,ASA SUL,"SRTVS QUADRA 701 CONJUNTO D BLOCO A, 100, SALAS 616 E 618, ASA SUL, CEP 70340000, Brasilia/DF",30,1,clinica_geral,(06) 1346-6112,fixo,+550613466112,,,,,
0.7110,CLINICA ODONTOLOGICA PRO-SAUDE S/S LTDA,38.055.711/0001-36,EPP,ASA NORTE,"QUADRA SRTVN, QUADRA 701, CONJUNTO C, 124,       ALA - A             SALA  620                 EDIF  CENT EMP NORTE, ASA NORTE, CEP 70710200, Brasilia/DF",32,1,clinica_geral,(61) 3328-1292,fixo,+556133281292,,,,,elealcontabilidade@gmail.com
0.7110,CLIACE,01.241.478/0001-76,EPP,ASA SUL,"QUADRA SEPS EQ 712/912 CONJUNTO B BLOCO, 01, SALA  220, ASA SUL, CEP 70390125, Brasilia/DF",30,1,clinica_geral,(61) 3346-1193,fixo,+556133461193,,,,,
0.7110,CORO CLINICA ODONTOLOGICA DE REABILITACAO ORAL,38.056.032/0001-81,EPP,ASA NORTE,"SD/NORTE CONJUNTO A SALA, 4038, CNB, ASA NORTE, CEP 70077900, Brasilia/DF",32,1,clinica_geral,(06) 1226-9441,fixo,+550612269441,,,,,
0.7105,CENTRO DE ODONTOLOGIA BIOLOGICA,34.784.481/0001-95,EPP,ASA NORTE,"SETOR SMHN - QUADRA 2 BLOCO B, CONSULTORIO 1202, S/N, EDIF  CLEO OCTAVIO, ASA NORTE, CEP 70710146, Brasilia/DF",6,1,clinica_institucional,(61) 9 8133-8893,celular,+5561981338893,sim,,,,atendimento@centrodeodontologiabiologica.com
0.7105,FRANCESCHINI,31.098.245/0001-27,EPP,ASA NORTE,"QUADRA SGAN 607 CONJUNTO A BLOCO B, S/N,       CONSULTORIO 118     EDIF  BRASILIA MEDICAL          CENTER, ASA NORTE, CEP 70830300, Brasilia/DF",8,1,clinica_geral,(61) 3242-1250,fixo,+556132421250,,,,,xxxxxxxxxxx@xxxxxx.xxx.xx
0.7105,LYRIUS ODONTOLOGIA E MEDICINA,31.140.076/0001-46,EPP,ASA NORTE,"QUADRA SMHN QUADRA 2 BLOCO B, SN,       CONSULTORIO 307 308, ASA NORTE, CEP 70710146, Brasilia/DF",8,1,clinica_geral,(61) 2108-7070,fixo,+556121087070,,,,,cesar_usp@yahoo.com.br
0.7105,OROSS ODONTOLOGIA & ESTETICA,57.163.384/0001-80,DEMAIS,SETOR SUDOESTE,"QUADRA SHCSW CHSW BLOCOS 3/4/5, SN, SALA  112 CENTRO CLINICO, SETOR SUDOESTE, CEP 70673416, Brasilia/DF",1,1,especialista_alto_ticket,(19) 9 8183-4878,celular,+5519981834878,sim,(00) 0000000000,indefinido,,ej.andrade@hotmail.com
0.7105,IOB ODONTOLOGIA E ESTETICA FACIAL,45.786.992/0001-62,EPP,ASA SUL,"SETOR SRTVS QD 701 CONJUNTO E BLOCO 1, 12, SALA  510 E 512                 PARTE, ASA SUL, CEP 70340901, Brasilia/DF",4,1,especialista_alto_ticket,(61) 9 8165-9608,celular,+5561981659608,sim,,,,silva.vanessa1987@gmail.com
0.7105,MOVI REABILITACAO ORAL E ESTETICA,52.830.117/0001-04,EPP,ASA NORTE,"QUADRA SGAN 601 CONJUNTO H, S/N, SALA  1084 1085 E 1086, ASA NORTE, CEP 70830018, Brasilia/DF",2,1,especialista_alto_ticket,(61) 3242-1250,fixo,+556132421250,,,,,xxxxxxxxxxx@xxxxxx.xxx.xx
0.7105,TULIP ODONTOLOGIA AVANCADA E ESTETICA,52.387.885/0001-27,EPP,SETOR SUDOESTE,"QUADRA SHCSW CHSW BLOCOS 3/4/5, SN, SALA  254, SETOR SUDOESTE, CEP 70673416, Brasilia/DF",2,1,especialista_alto_ticket,(61) 9 9999-9999,celular,+5561999999999,sim,,,,xxxx@xxxx.xxxx.xxx
0.7105,HIPERRI - ODONTOLOGIA ESTETICA E FUNCIONAL,26.353.381/0001-86,ME,ASA NORTE,"QUADRA SCN QUADRA 5 BLOCO A SALA, 1132, ASA NORTE, CEP 70715010, Brasilia/DF",9,2,multi_unidade,(61) 9 8125-1528,celular,+5561981251528,sim,,,,danubiatargino@gmail.com
0.7090,ODONTO PRE CLINICA DE PREVENCAO E REABILITACAO LTDA,24.912.131/0001-03,EPP,ASA NORTE,"QUADRA SCN QUADRA 1 BLOCO F, S/N, SALA  907 908 E 909, ASA NORTE, CEP 70711060, Brasilia/DF",38,1,clinica_geral,(61) 3327-8815,fixo,+556133278815,,,,,
0.7090,DENTCARE,01.506.950/0001-55,EPP,ASA SUL,"QUADRA SETOR COMERCIAL SUL QUADRA 07 BLOCO A, 100,       SALA 901, 903, ASA SUL, CEP 70307970, Brasilia/DF",29,1,clinica_institucional,(61) 3032-1488,fixo,+556130321488,,,,,
0.7090,INOR,01.273.182/0001-37,EPP,ASA SUL,"SETOR SRTVS BLOCO LOTES, 70, QUADRA701                 CONJ  E                   BLOCO 02 E 04             SALA  535 E 536, ASA SUL, CEP 70340902, Brasilia/DF",30,1,clinica_geral,(61) 3322-0533,fixo,+556133220533,,,,,clinica.inor@gmail.com
0.7085,CONSULTORIOS ODONTOLOGICOS DOUTOR AUGUSTO,05.395.154/0003-05,ME,PLANALTINA,"ENTRE QUADRA ENTRE QUADRA 03 LOTE 06 SALA, 01,       SRN A, PLANALTINA, CEP 73340315, Brasilia/DF",12,1,clinica_geral,(61) 3388-1175,fixo,+556133881175,,,,,
0.7085,ODONTO ISO,13.144.741/0001-98,DEMAIS,TAGUATINGA,"QUADRA CNA 01 LOTE 01 APARTAMENTO, 101, TAGUATINGA, CEP 72110015, Brasilia/DF",15,1,clinica_institucional,(61) 3032-5477,fixo,+556130325477,,,,,
0.7085,CLINICA ODONTOLOGICA DR WERMERSON,11.179.511/0001-39,DEMAIS,SETOR LESTE (GAMA),"QUADRA QUADRA 5, SN, LOTE: 43; SETOR: LESTE RESIDENCIAL;, SETOR LESTE (GAMA), CEP 72450050, Brasilia/DF",16,1,clinica_geral,(61) 4141-1106,fixo,+556141411106,,,,,
0.7085,ODONTO TIME,10.217.581/0001-71,EPP,TAGUATINGA,"QUADRA QNE 34, S/N, LOTE  06, TAGUATINGA, CEP 72125340, Brasilia/DF",18,1,clinica_geral,(61) 9 8178-5272,celular,+5561981785272,sim,,,,
0.7085,ORTHO DENT.,11.976.981/0001-23,ME,TAGUATINGA SUL,"QUADRA QSE 04 LOTE 01 LOJA, 01, TAGUATINGA SUL, CEP 72025040, Brasilia/DF",16,1,especialista_alto_ticket,(61) 9 9155-5087,celular,+5561991555087,sim,,,,
0.7085,ORTHODENTALLES,07.488.910/0001-04,ME,TAGUATINGA,"QUADRA C 01 LOTES 01/12 SALA 502, S/N, TAGUATINGA, CEP 72010010, Brasilia/DF",21,1,especialista_alto_ticket,(61) 3045-4910,fixo,+556130454910,,,,,
0.7080,CLINICA ODONTOLOGICA RENOVAR,09.275.351/0001-80,ME,SUL (AGUAS CLARAS),"AVENIDA DAS ARAUCARIAS LOTES 1835, 1905, 1955 E, 2005, SALA  351, SUL (AGUAS CLARAS), CEP 71936250, Brasilia/DF",18,1,clinica_geral,(61) 3352-0321,fixo,+556133520321,,,,,odonto7000@gmail.com
0.7080,VIA ODONTOLOGIA,08.078.593/0001-10,ME,ASA SUL,"QUADRA SEPS 710/910 CONJUNTO D, SN, SALA  322, ASA SUL, CEP 70390108, Brasilia/DF",20,1,clinica_institucional,(61) 3447-7106,fixo,+556134477106,,,,,vilelaodontologia@yahoo.com.br
0.7080,CEOM,08.989.763/0001-19,ME,ASA SUL,"QUADRA SRTVS QUADRA 701 BLOCO K SALA, 411, EDIF  EMBASSY TOWER, ASA SUL, CEP 70340908, Brasilia/DF",19,1,clinica_institucional,(61) 3202-8981,fixo,+556132028981,,,,,ceom_ceom@yahoo.com.br
0.7080,TALIE ODONTOLOGIA ESPECIALIZADA,09.138.610/0001-20,ME,ASA NORTE,"SETOR SETOR COMERCIAL NORTE QUADRA 02 BLOCO D ENTRADA B SALA, 704, ASA NORTE, CEP 70712903, Brasilia/DF",18,1,clinica_institucional,(61) 3354-9921,fixo,+556133549921,,,,,
0.7080,INSTITUTO ODONTOLOGICO NEWTON BRAGA,07.267.845/0001-97,EPP, LAGO SUL,"SHI/SUL HPP QI 09 CONJUNTO E BLOCO, 02, SALA 213,  LAGO SUL, CEP 71625065, Brasilia/DF",21,1,clinica_institucional,,,,,,,,
0.7075,CENTRO ODONTOLOGICO MIRRANDA,02.574.101/0001-00,EPP,TAGUATINGA,"SETOR CNB, 11, LOTE  09, SALAS 801,803,        804,805 E 806, TAGUATINGA, CEP 72115015, Brasilia/DF",31,1,clinica_institucional,(61) 3351-7274,fixo,+556133517274,,,,,
0.7065,ABIGALIL ODONTOLOGIA HUMANIZADA AOH,21.295.248/0001-05,EPP,SAMAMBAIA NORTE,"QUADRA QS 612 CONJUNTO D  LOTE, 08, SAMAMBAIA NORTE, CEP 72322564, Brasilia/DF",11,1,clinica_geral,(61) 3202-9002,fixo,+556132029002,,(61) 9 8126-4346,celular,+5561981264346,societario@hects.com.br
0.7060,CLINICA VALLADAO,13.352.289/0001-50,DEMAIS,ASA NORTE,"SETOR SCN QUADRA 05, BLOCO A, SALAS 229 E 230, 50, ASA NORTE, CEP 70715000, Brasilia/DF",15,1,clinica_geral,(61) 3704-8640,fixo,+556137048640,,,,,clinicavalladao@gmail.com
0.7060,ENDORALLI,13.224.260/0001-92,DEMAIS,SUDOESTE,"SETOR SHCW, 302, BLOCO B                         N 58                SALA  107 E 108, SUDOESTE, CEP 70673612, Brasilia/DF",15,1,clinica_geral,(61) 3042-9664,fixo,+556130429664,,,,,adm.endodent@gmail.com
0.7060,VSM ODONTOLOGIA,10.442.386/0001-45,DEMAIS,ASA SUL,"SETOR SGAS 915, SN, : CONJ O SALA 04 SS;, ASA SUL, CEP 70390150, Brasilia/DF",17,1,clinica_geral,(61) 3242-8688,fixo,+556132428688,,,,,contasul@brturbo.com.br
