posicao,nota_capacidade,razao_social,nome_fantasia,cnpj_formatado,cnae,cnae_descricao,endereco,bairro,municipio,telefone,telefone_2,email,data_inicio_atividade,idade_meses,porte,porte_desc,opcao_simples,capital_social,n_unidades_br,n_unidades_df,n_ufs,natureza_juridica_desc,tipo_negocio,franquia,endereco_suspeito,n_cnpjs_mesma_sala,n_cnpjs_mesmo_predio,origem_recorte,validado_receita,validacao_data,validacao_situacao,nota_capacidade_conta
152,70,MCEI ODONTOLOGIA LOCACAO DE CONSULTORIOS LTDA,REDE ODONTO,09.264.591/0001-89,8630504,Atividade odontológica,"QUADRA QNM 17 CONJUNTO H, SN, LOTE  04/06               SALA  106 107 109         SALA  110 E 111, CEILANDIA SUL (CEILANDIA), CEP 72215178, Brasilia/DF",CEILANDIA SUL (CEILANDIA),Brasilia/DF,(61) 35815051,,,2007-12-14,224,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,10000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,25,cnae_principal,,,,porte 32 + capital_social 4 + n_unidades 4 + regime_tributario 16 + maturidade 14 = 70 | NOTA 70/100
153,70,RODRIGO HERNANDES DA SILVA LTDA,CONFIALLE ODONTOLOGIA ESPECIALIZADA,09.537.122/0001-96,8630504,Atividade odontológica,"QUADRA QNP 32 CONJ D LOTE, 49,       SALAS 102/103, CEILANDIA, CEP 72236204, Brasilia/DF",CEILANDIA,Brasilia/DF,(61) 33762224,,deangeliscontabil@gmail.com,2008-05-08,219,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,10000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,5,cnae_principal,,,,porte 32 + capital_social 4 + n_unidades 4 + regime_tributario 16 + maturidade 14 = 70 | NOTA 70/100
154,69,CLINICA B.G ODONTOLOGIA LTDA,CLINICA ODONTO BRUNA GONTIJO,49.194.204/0001-08,8630504,Atividade odontológica,"QUADRA 4 CONJUNTO H LOTE, 60, SALA  101 102 E 103, SETOR RESIDENCIAL LESTE (PLANALTINA), CEP 73360408, Brasilia/DF",SETOR RESIDENCIAL LESTE (PLANALTINA),Brasilia/DF,(21) 72419202,,camillaalmeidavet@gmail.com,2023-01-16,43,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Sem registro,500000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,4,cnae_principal,,,,porte 28 + capital_social 22 + n_unidades 4 + regime_tributario 9 + maturidade 6 = 69 | NOTA 69/100
155,69,ASA BSB ODONTOLOGIA LTDA,ASA BSB ODONTOLOGIA,36.656.021/0001-07,8630504,Atividade odontológica,"SETOR SDS BLOCO A, 44, LOJA  1A                  EDIF  COMERCIAL BOULEVARD, ASA SUL, CEP 70391900, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 92214730,,admasa@orthopride.com.br,2020-03-12,77,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Sem registro,300000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,30,cnae_principal,,,,porte 28 + capital_social 19 + n_unidades 4 + regime_tributario 9 + maturidade 9 = 69 | NOTA 69/100
156,69,PARANOA ODONTOLOGIA LTDA,PARANOA ODONTOLOGIA,43.091.474/0001-07,8630504,Atividade odontológica,"AVENIDA PARANOA QUADRA 17 CONJUNTO 11 LOTE, 05,       APARTAMENTO, PARANOA, CEP 71571711, Brasilia/DF",PARANOA,Brasilia/DF,(61) 91557590,,admprn@orthopride.com.br,2021-08-12,60,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Sem registro,300000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 28 + capital_social 19 + n_unidades 4 + regime_tributario 9 + maturidade 9 = 69 | NOTA 69/100
157,69,SALLUM - ODONTOLOGIA ESPECIALIZADA LTDA,SALLUM - ODONTOLOGIA ESTETICA,18.661.055/0001-08,8630504,Atividade odontológica,"QUADRA SGAS 616 CONJ A BLOCO B SALAS 231,233 E 235, SN, ASA SUL, CEP 70200760, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 32250655,,brendo@cclcontabilidade.com.br,2013-08-08,156,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Sim,250000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,82,cnae_principal,,,,porte 28 + capital_social 19 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 69 | NOTA 69/100
158,69,INSTITUTO ODONTOLOGICO PERSONNALITE LTDA,PERSONNALITE ODONTOLOGIA,15.016.838/0001-40,8630504,Atividade odontológica,"SETOR TERMINAL NORTE BLOCO N CONSULTORIOS 216 A, 220, ASA NORTE, CEP 70770130, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 33498153,,institutopersonnalite@gmail.com,2012-02-03,174,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Sem registro,115000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 28 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 12 = 69 | NOTA 69/100
159,69,CAMATTARI ODONTOLOGIA LTDA,DENTALIS,18.891.633/0001-00,8630504,Atividade odontológica,"SETOR SDN SETOR DE DIVERSOES NORTE CONJUNTO A SALA 3007, S/N, ASA NORTE, CEP 70077900, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 33280541,,admdentaliscnb@gmail.com,2013-09-13,155,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Sem registro,110000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,295,cnae_principal,,,,porte 28 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 12 = 69 | NOTA 69/100
160,69,CARE ODONTOLOGIA HOSPITALAR E DOMICILIAR LTDA,CARE ODONTOLOGIA HOSPITALAR E DOMICILIAR,22.013.946/0001-25,8630504,Atividade odontológica,"SETOR SHIS QL 2 CONJUNTO 2, SN, CASA  09, SETOR DE HABITACOES INDIVIDUAIS SUL, CEP 71610025, Brasilia/DF",SETOR DE HABITACOES INDIVIDUAIS SUL,Brasilia/DF,(61) 82733777,,carina_veiga@hotmail.com,2015-03-06,137,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Sem registro,110000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 28 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 12 = 69 | NOTA 69/100
161,69,"LEVITE ODONTOLOGIA, SAUDE E ESTETICA INTEGRADA LTDA",,34.056.350/0001-91,8630504,Atividade odontológica,"SETOR SD/N CONJUNTO A, SN, SALA  4012, ASA NORTE, CEP 70077900, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 99090431,,patydaisson@yahoo.com.br,2019-06-28,86,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,110000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,251,cnae_principal,,,,porte 28 + capital_social 16 + n_unidades 4 + regime_tributario 16 + maturidade 9 = 73 | penalidades: sem_nome_fantasia -4 | NOTA 69/100
162,69,CLAUDIO PINHO ODONTOLOGIA ESTETICA LTDA,CLAUDIO PINHO ODONTOLOGIA,18.256.199/0001-89,8630504,Atividade odontológica,"SETOR SETOR DE GRANDES AREAS SUL QD 614, S/N, CONJ  C                   SALA  40, ASA SUL, CEP 70200740, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 33210999,,gerencia@drclaudiopinho.com.br,2013-05-16,159,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Sem registro,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,69,cnae_principal,,,,porte 28 + capital_social 16 + n_unidades 4 + regime_tributario 9 + maturidade 12 = 69 | NOTA 69/100
163,69,VIVA SORRINDO CLINICA ODONTOLOGICA LTDA,VIVA SORRINDO,37.538.739/0001-61,8630504,Atividade odontológica,"SETOR SMAS TRECHO 3 CONJUNTO 3 BLOCO B, S/N, SALA  13, SETORES COMPLEMENTARES, CEP 70610050, Brasilia/DF",SETORES COMPLEMENTARES,Brasilia/DF,(61) 84248863,,,2020-06-26,74,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,99999.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,17,cnae_principal,,,,porte 28 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 9 = 69 | NOTA 69/100
164,69,NOVA REABILITACAO ORAL LTDA,PEREIRA REABILITACAO ORAL,32.097.801/0001-03,8630504,Atividade odontológica,"SETOR SCN QUADRA 02 BLOCO D ENTRADA B SALA 733, S/N, ASA NORTE, CEP 70712903, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 33478744,,br.contabilidade@uol.com.br,2018-11-26,93,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,95400.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,128,cnae_principal,,,,porte 28 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 9 = 69 | NOTA 69/100
165,69,CENTURIONE CLINICA ODONTOLOGICA LTDA,,27.793.174/0001-05,8630504,Atividade odontológica,"QUADRA SCN QUADRA 2 BLOCO D, SN, SALA  529A, ASA NORTE, CEP 70712904, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 92152623,,juliana.nascentes@gmail.com,2017-05-23,111,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,93700.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,101,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 9 = 73 | penalidades: sem_nome_fantasia -4 | NOTA 69/100
166,69,INSTITUTO PROCERAM DE ODONTOLOGIA LTDA,,29.180.298/0001-40,8630504,Atividade odontológica,"QUADRA SCN QUADRA 1 BLOCO G SALA, 405, ASA NORTE, CEP 70711070, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 81825700,,proceramodontologia@gmail.com,2017-11-28,105,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,93700.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 9 = 73 | penalidades: sem_nome_fantasia -4 | NOTA 69/100
167,69,CISO CLINICA INTEGRADA DE SAUDE ODONTOLOGICA LTDA,CISO CLINICA INTEGRADA DE SAUDE ODONTOLOGICA,25.025.483/0001-00,8630504,Atividade odontológica,"QUADRA CSB 02 LOTES 1 A 4 TORRE A SALA, 707, TAGUATINGA SUL, CEP 72015901, Brasilia/DF",TAGUATINGA SUL,Brasilia/DF,(61) 92927640,,alamedaciso@gmail.com,2016-06-17,122,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,88000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 9 + maturidade 12 = 69 | NOTA 69/100
168,69,ODONTOMELO CLINICA ODONTOLOGICA LTDA,CENTRO ODONTOLOGICO IMPLANTAR,18.434.643/0001-09,8630504,Atividade odontológica,"QUADRA QSC 18 LOTE, 27, LOJA  03, TAGUATINGA SUL (TAGUATINGA), CEP 72016180, Brasilia/DF",TAGUATINGA SUL (TAGUATINGA),Brasilia/DF,(61) 32084100,,fernandomelo2016@gmail.com,2013-07-03,157,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sem registro,80000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 9 + maturidade 12 = 69 | NOTA 69/100
169,69,CYNTHIA QUEVEDO SAUDE INTEGRATIVA LTDA,INSTITUTO QUEVEDO ODONTOLOGIA E MEDICINA INTEGRADA,42.003.787/0001-95,8630504,Atividade odontológica,"QUADRA CSB 7 LOTE 01 SALA 103, SN, TAGUATINGA SUL (TAGUATINGA), CEP 72015575, Brasilia/DF",TAGUATINGA SUL (TAGUATINGA),Brasilia/DF,(61) 81429750,,cqmoura@hotmail.com,2021-05-19,63,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,20000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,20,cnae_principal,,,,porte 32 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 9 = 69 | NOTA 69/100
170,69,IMPLANTEC LAGO SUL SERVICOS ODONTOLOGICOS LTDA,IMPLANTEC LAGO SUL LTDA,38.393.990/0001-48,8630504,Atividade odontológica,"QUADRA SHIS CC QI 5 BLOCO F, S/N, SALA  312 314 316 318           GILBERTO SALOMAO, SETOR DE HABITACOES INDIVIDUAIS SUL, CEP 71615560, Brasilia/DF",SETOR DE HABITACOES INDIVIDUAIS SUL,Brasilia/DF,(61) 35616080,,gian@ortoshow.com.br,2020-09-09,71,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,20000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,82,cnae_principal,,,,porte 32 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 9 = 69 | NOTA 69/100
171,69,M CAMPOS CONSULTORIO ODONTOLOGICO LTDA,M CAMPOS ODONTO,36.299.533/0001-63,8630504,Atividade odontológica,"QUADRA SHS QUADRA 6 CONJUNTO A BLOCO A SALA, 502, ASA SUL, CEP 70316102, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 30110811,,mcamposodonto@gmail.com,2020-02-07,78,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,20000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 32 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 9 = 69 | NOTA 69/100
172,69,ODONTOLOGIA CIRILO ROSA LTDA,ODONTOLOGIA CIRILO ROSA,40.493.921/0001-58,8630504,Atividade odontológica,"QUADRA QNA 4 LOTE, 33, SALA  209, TAGUATINGA NORTE (TAGUATINGA), CEP 72110040, Brasilia/DF",TAGUATINGA NORTE (TAGUATINGA),Brasilia/DF,(61) 35627230,,odontologia.cirilorosa@gmail.com,2021-01-21,67,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,20000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,17,cnae_principal,,,,porte 32 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 9 = 69 | NOTA 69/100
173,69,RARE ODONTOLOGIA ESPECIALIZADA LTDA,SANTA ODONTOLOGIA,37.797.445/0001-54,8630504,Atividade odontológica,"QUADRA QR 317 CJ A LT 16, S/N, ANDAR 1, SANTA MARIA, CEP 72547601, Brasilia/DF",SANTA MARIA,Brasilia/DF,(61) 91624737,,rasousa22@gmail.com,2020-07-21,73,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Nao,20000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,6,cnae_principal,,,,porte 32 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 9 = 69 | NOTA 69/100
174,68,IORB SERVICOS ADMINISTRATIVOS LTDA,IORB,01.034.453/0002-82,8630504,Atividade odontológica,"SCN  QD 02 BL D ENTR A, S/N, SALAS 315 E 319, ASA NORTE, CEP 70310500, Brasilia/DF",ASA NORTE,Brasilia/DF,,,,1995-06-07,374,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sim,257000.00,2,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1229,cnae_principal,,,,porte 32 + capital_social 19 + n_unidades 9 + regime_tributario 6 + maturidade 14 = 80 | penalidades: sem_contato -12 | NOTA 68/100
175,68,TBH CENTRO ODONTOLOGICO LTDA,TBH CENTRO ODONTOLOGICO,10.889.154/0001-30,8630504,Atividade odontológica,"RUA 5, SN, LOTE  03                  SALA  406, NORTE (AGUAS CLARAS), CEP 71907720, Brasilia/DF",NORTE (AGUAS CLARAS),Brasilia/DF,(61) 39670442,,legalizacao@apoiocontadores.com.br,2009-06-10,206,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Sim,134772.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,35,cnae_principal,,,,porte 28 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 14 = 68 | NOTA 68/100
176,68,HUMBERTO LEMOS ODONTOLOGIA LTDA,HUMBERTO LEMOS ODONTOLOGIA,10.893.651/0001-01,8630504,Atividade odontológica,"SETOR SDN LOTE, SN, SALA  4059                CONJ  A, ASA NORTE, CEP 70077900, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 33262610,,fatiporfi7@gmail.com,2009-06-03,206,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,251,cnae_principal,,,,porte 28 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 14 = 68 | NOTA 68/100
177,68,CEDRO CLINICA DE ESTETICA DENTAL E REABILITACAO ORAL LTDA,CEDRO CLINICA DE ESTETICA DENTAL E REABILITACAO ORAL,04.478.084/0001-24,8630504,Atividade odontológica,"SRTV/SUL QUADRA 701 CONJUNTO D BLOCO A, 100, SALAS 407 E 409, ASA SUL, CEP 70340000, Brasilia/DF",ASA SUL,Brasilia/DF,(061) 3211799,,,2001-06-01,302,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sim,99800.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,16,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 14 = 68 | NOTA 68/100
178,68,CENTRO DE IMPLANTODONTIA E ORTODONTIA DE BRASILIA LTDA,CIOB,05.431.576/0001-27,8630504,Atividade odontológica,"QUADRA QUADRA 5, 04, LOTE  05 LOJAS 02, SETOR SUL (GAMA), CEP 72410300, Brasilia/DF",SETOR SUL (GAMA),Brasilia/DF,(61) 35637612,,,2002-11-29,285,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sim,96000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 14 = 68 | NOTA 68/100
179,68,AFB CLINICA ODONTOLOGICA LTDA,,24.377.323/0001-67,8630504,Atividade odontológica,"RUA COPAIBA LOTE, 01,       TORRE A SLS 513E 515, AGUAS CLARAS, CEP 71919900, Brasilia/DF",AGUAS CLARAS,Brasilia/DF,(61) 32266883,,rodriguesmirandacontadores@gmail.com,2016-03-14,125,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,88000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,175,cnae_principal,,,,porte 28 + capital_social 12 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 72 | penalidades: sem_nome_fantasia -4 | NOTA 68/100
180,68,CENTRO INTEGRADO DE ODONTOLOGIA E PSICOLOGIA LTDA,ODONTOVIDA,10.468.398/0001-49,8630504,Atividade odontológica,"QUADRA 27 CONJUNTO 19 LOTE, 08, SALA  101,102, PARANOA, CEP 71572700, Brasilia/DF",PARANOA,Brasilia/DF,(61) 33110404,,,2008-10-31,214,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sim,78800.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 14 = 68 | NOTA 68/100
181,68,CEOP - CENTRO ODONTOLOGICO E DE PREVENCAO LTDA,IE ODONTOLOGIA,07.541.715/0001-09,8630504,Atividade odontológica,"SRTV/SUL QUADRA 701 BLOCO K SALA, 422, ASA SUL, CEP 70340000, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 33227565,,,2005-07-27,253,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sim,72400.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 14 = 68 | NOTA 68/100
182,68,ELLO ODONTOLOGIA LTDA,ELLO ODONTOLOGIA,11.349.793/0001-75,8630504,Atividade odontológica,"QUADRA CSB 2 LOTE 01/02/03/04 SALA 305 3O ANDAR TORRE A, SN,       ALAMEDA TOWER, TAGUATINGA SUL (TAGUATINGA), CEP 72015525, Brasilia/DF",TAGUATINGA SUL (TAGUATINGA),Brasilia/DF,(61) 35637307,,ellodontologia2016@gmail.com,2009-11-26,201,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,15,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 14 = 68 | NOTA 68/100
183,68,PERIOIMPLANTE ODONTOLOGIA ESPECIALIZADA LTDA,EXCELENCIA ODONTOLOGIA,13.498.687/0001-89,8630504,Atividade odontológica,"QUADRA QN 07, AREA ESPECIAL 01, S/N, SALA  101/102 E 109/110, RIACHO FUNDO, CEP 71805731, Brasilia/DF",RIACHO FUNDO,Brasilia/DF,(61) 84414040,,,2011-04-08,184,3,"EPP - Empresa de Pequeno Porte (R$360 mil a R$4,8 mi/ano)",Sim,50000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,50,cnae_principal,,,,porte 32 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 14 = 68 | NOTA 68/100
184,68,CLINICA ODONTOLOGICA ODONTO SAM LTDA.,ODONTO SAM,20.876.422/0001-32,8630504,Atividade odontológica,"QUADRA QN 310 CONJUNTO 1 LOTE, 01, SALA  07/08 PARTE, SAMAMBAIA SUL (SAMAMBAIA), CEP 72306701, Brasilia/DF",SAMAMBAIA SUL (SAMAMBAIA),Brasilia/DF,(61) 33582188,,odonto-sam@hotmail.com,2014-08-18,144,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,40000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,10,cnae_principal,,,,porte 28 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 68 | NOTA 68/100
185,68,SUPERCLIN ODONTOLOGIA LTDA,INOV ODONTOLOGIA ESPECIALIZADA,18.223.435/0001-60,8630504,Atividade odontológica,"QUADRA QI 19, S/N, LOTE  01 / 03 / 05 / 07   LOJA  04 TERREO, SETOR INDUSTRIAL (TAGUATINGA), CEP 72135190, Brasilia/DF",SETOR INDUSTRIAL (TAGUATINGA),Brasilia/DF,(61) 32019899,,bruno37536@gmail.com,2013-05-21,159,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,40000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,28,cnae_principal,,,,porte 28 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 68 | NOTA 68/100
186,68,CLINICA ODONTOLOGICA ORTODENTE UNIDADE RIACHO FUNDO II LTDA,CLINICA ODONTOLOGICA ORTODENTE UNIDADE RIACHO FUNDO II,25.117.708/0001-58,8630504,Atividade odontológica,"QUADRA QN 7F CONJUNTO 7 CASA 43 A, 43, RIACHO FUNDO II, CEP 71880067, Brasilia/DF",RIACHO FUNDO II,Brasilia/DF,(61) 33587485,,gilbertovieiram@hotmail.com,2016-07-01,121,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,30000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 28 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 68 | NOTA 68/100
187,68,WV IMPLANTODONTIA LTDA,WV IMPLANTODONTIA,20.600.926/0001-25,8630504,Atividade odontológica,"QUADRA SRTVS QUADRA, 701, BLOCO K                   SALA  508, ASA SUL, CEP 70340908, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 33545337,(61) 33549667,ecominacontabilidade@uol.com.br,2014-06-20,146,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,30000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,5,cnae_principal,,,,porte 28 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 68 | NOTA 68/100
188,68,A S CASALEGNO & CIA LTDA,A S CASALEGNO & CIA,19.779.507/0001-13,8630504,Atividade odontológica,"QUADRA QS 01 RUA 210 LOTE 40 TORRE B, S/N, SALA  815, TAGUATINGA SUL, CEP 71950904, Brasilia/DF",TAGUATINGA SUL,Brasilia/DF,(61) 32420192,(61) 32442205,nbn.assessoria@gmail.com,2014-02-21,150,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,20000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,103,cnae_principal,,,,porte 28 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 68 | NOTA 68/100
189,68,ALEGRA ODONTOLOGIA LTDA,ALEGRA ODONTOLOGIA E AUTOESTIMA,23.048.813/0001-57,8630504,Atividade odontológica,"SETOR SRTV/SUL QUADRA 701 CONJUNTO L BLOCO 02, 30, SALA  108 110 E 112, ASA SUL, CEP 70340906, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 81611252,(61) 81200870,fabiocussi@hotmail.com,2015-08-11,132,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,20000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,516,cnae_principal,,,,porte 28 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 68 | NOTA 68/100
190,68,ORTHO TRAUMA SERVICOS ODONTOLOGICOS LTDA,ORTHO TRAUMA,18.688.888/0001-62,8630504,Atividade odontológica,"AREA QSE AREA ESPECIAL 01/17, SN,       BLOCO A                   CONSULTORIO 09      TERREO, TAGUATINGA SUL (TAGUATINGA), CEP 72025001, Brasilia/DF",TAGUATINGA SUL (TAGUATINGA),Brasilia/DF,(61) 82282082,,bernardocolnaghi@hotmail.com,2013-08-12,156,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,20000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,16,cnae_principal,,,,porte 28 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 68 | NOTA 68/100
191,68,VISION ODONTOLOGIA INTEGRADA LTDA,ODONTO UNIDAS,14.425.620/0001-87,8630504,Atividade odontológica,"QUADRA C 08 LOTE, 08, SALA  01 E 02             ANDAR 1, TAGUATINGA CENTRO (TAGUATINGA), CEP 72010080, Brasilia/DF",TAGUATINGA CENTRO (TAGUATINGA),Brasilia/DF,(61) 35621240,(61) 99493121,dentistaodontounidas@gmail.com,2011-09-27,179,5,"DEMAIS - Acima do teto do Simples (>R$4,8 mi/ano)",Nao,20000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,5,cnae_principal,,,,porte 28 + capital_social 8 + n_unidades 4 + regime_tributario 16 + maturidade 12 = 68 | NOTA 68/100
