cnpj_basico,cnpj,identificador_matriz_filial,razao_social,nome_fantasia,cnae_fiscal_principal,cnae_descricao,origem_recorte,cnae_fiscal_secundaria,logradouro,numero,complemento,bairro,cep,id_municipio,telefone_1,telefone_2,email,data_inicio_atividade,idade_meses,porte,capital_social,natureza_juridica,opcao_simples,data_opcao_simples,opcao_mei,n_unidades_df,n_unidades_br,n_ufs,n_cnpjs_no_endereco,endereco_suspeito
59418332,59418332000133,1,CLINICA ODONTOLOGICA ESPECIALIZADA ODONTO SAUDE LTDA,ODONTO SAUDE,8630504,Atividade odontológica,cnae_principal,"8630503,9602502",QUADRA AR 6 CONJUNTO 1 CASA 07,S/N,,SETOR OESTE (SOBRADINHO II),73060601,5300108,(61) 81420610,(0000) 00000000,odontosaudeclinicaodontologica@gmail.com,2025-02-12,18,1,80000.0,2062,1,2025-02-12,0,1,1,1,4,false
34322718,34322718000116,1,VISIA ODONTOLOGIA LTDA,VISIA ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,9602502,QUADRA QN 7 AREA ESPECIAL 1,SN,SALA  301 E 309,RIACHO FUNDO I,71805731,5300108,(61) 33996246,,odontovisia@gmail.com,2019-07-25,85,1,80000.0,2062,0,2025-01-01,0,1,1,1,18,true
53379016,53379016000113,1,BRITO MACEDO ODONTOLOGIA LTDA,NOB - NUCLEO ODONTOLOGICO BRITO,8630504,Atividade odontológica,cnae_principal,"3250706,8640205,9602502",QUADRA AVENIDA CENTRAL LOTE 397,S/N,APT   201,NUCLEO BANDEIRANTE,71710570,5300108,(61) 84560973,(0000) 00000000,brito.macedoodontologia@gmail.com,2024-01-05,31,1,80000.0,2062,1,2024-01-05,0,1,1,1,8,false
15202901,15202901000133,1,CLINICA ODONTHOS LTDA,CLINICA ODONTHOS,8630504,Atividade odontológica,cnae_principal,,SETOR SDN,SN,CONJ  A                   SALA  6004,ASA NORTE,70077900,5300108,(61) 81477002,(61) 81156722,,2012-03-02,173,1,80000.0,2062,0,2021-01-01,0,1,1,1,251,true
45011193,45011193000114,1,IDB ODONTOLOGIA E MEDICINA LTDA,SMILESHOW ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA EQ 52-54 PROJECAO 01,S/N,SALA  101 E 102,SETOR CENTRAL (GAMA),72405526,5300108,(61) 85944887,,thiago.brito.silva@gmail.com,2022-01-25,55,1,80000.0,2062,1,2025-01-01,0,1,1,1,11,true
22091764,22091764000172,1,LC BEM ESTAR ODONTOLOGIA LTDA,BEM ESTAR ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA QUADRA 2 CONJUNTO E,LT 14,SALA  01,SETOR SUL (GAMA),72415105,5300108,(61) 84140398,,,2015-03-18,137,1,80000.0,2062,0,2021-01-01,0,1,1,1,1,false
37302350,37302350000112,1,DELMONDES CLINICA LTDA,BENVE ODONTOLOGIA E ESTETICA,8630504,Atividade odontológica,cnae_principal,8640205,QUADRA QS 3,SN,LOTE  3/9                       TORRE NORTE         SALA  907 E 908           EDIF  PATIO CAPITAL,AREAL (AGUAS CLARAS),71953000,5300108,(61) 32640066,,benve.financeiro@gmail.com,2020-06-02,74,1,80000.0,2062,,,,1,1,1,135,true
40944961,40944961000179,1,FIORE SERVICOS ODONTOLOGICOS LTDA,FIORE SERVICOS ODONTOLOGICOS,8630504,Atividade odontológica,cnae_principal,"3250706,8640205",QUADRA QUADRA 3 BLOCO B,SN,LOTE  05                  SLJ   UNICA,SETOR NORTE (BRAZLANDIA),72705532,5300108,(61) 35265108,,fioreodontologiadf@gmail.com,2021-02-22,66,1,80000.0,2062,1,2025-01-01,0,1,1,1,2,false
10255802,10255802000104,1,VITALIDADE ODONTOLOGIA LTDA,VITAL IMPLANTES E TRATAMENTOS DENTARIOS,8630504,Atividade odontológica,cnae_principal,3250706,CONJUNTO SETOR DE DIVERSOES NORTE CONJUNTO A,S/N,SALA  5075 - 5077 - 5079  SALA  5116 - 5118,ASA NORTE,70077900,5300108,(61) 30325666,,adm@vitalclinica.com.br,2008-08-06,216,3,80000.0,2062,0,2019-01-01,0,1,1,1,295,true
19788403,19788403000175,1,MM ODONTOLOGIA ESPECIALIZADA LTDA,MM ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,SETOR SCN QUADRA 02 BLOCO D ENTRADA A SALA,910,EDIF  CENTRO EMP ENCOL,ASA NORTE,70712903,5300108,(61) 99688269,,mmodontoespecializada@gmail.com,2014-02-24,150,1,80000.0,2062,1,2026-01-01,0,1,1,1,1,false
09409306,09409306000170,1,CLINICA ODONTOLOGICA ORAL SMILE LTDA,ODONTOCENTER AGUAS CLARAS,8630504,Atividade odontológica,cnae_principal,,AVENIDA DAS CASTANHEIRAS LOTE,820,SALA  401 E 403,AGUAS CLARAS,71900100,5300108,(61) 30391929,,odontocenteraguasclaras@gmail.com,2008-03-05,221,1,80000.0,2062,0,2018-01-01,0,1,1,1,97,true
42793549,42793549000120,1,REABILLIZE ODONTOLOGIA E SAUDE LTDA,REABILLIZE ODONTOLOGIA E SAUDE,8630504,Atividade odontológica,cnae_principal,"8599604,8630503,8650001,8650002,8650099,9313100,9602502",RUA COPAIBA LOTE,01,      TORRE A             SALA  815 E 817,NORTE (AGUAS CLARAS),71919540,5300108,(61) 38771427,,contato@reabillize.com.br,2021-07-20,61,1,80000.0,2062,1,2021-07-20,0,1,1,1,889,true
49856935,49856935000163,1,GABRIELLA GONZAGA DE ARAUJO CAMPOS ESTETICA LTDA,GABRIELLA GONZAGA HARMONIZACAO FACIAL E ESTETICA,8630504,Atividade odontológica,cnae_principal,"4772500,8599604",QUADRA SGAS 902 CONJUNTO B ENTRADA B SALA,101,      EDIFICIO ATHENAS,ASA SUL,70390020,5300108,(61) 86059790,,gabiaraujo2@hotmail.com,2023-03-08,41,1,80000.0,2062,1,2023-03-08,0,1,1,1,1,false
21875256,21875256000112,1,LUIS HENRIQUE JORQUEIRA ODONTOLOGIA,CENTRO ODONTOLOGICO JORQUEIRA,8630504,Atividade odontológica,cnae_principal,,QUADRA EQNO 13/15 BL A LT 3,SN,LOJA  3 SOBRELOJA 3,CEILANDIA NORTE (CEILANDIA),72255521,5300108,(61) 33746468,,luishjorqueira@yahoo.com.br,2015-02-11,138,1,80000.0,2135,1,2015-02-11,0,1,1,1,1,false
51528715,51528715000152,1,CARAPITO ODONTOLOGIA LTDA,,8630504,Atividade odontológica,cnae_principal,,QUADRA SEPS 709/909 BLOCO A,SN,SALA  103/104             EDIF  JULIO ADNET         CONJ  A,ASA SUL,70390095,5300108,(61) 81939740,,lucarapito@hotmail.com,2023-07-24,37,1,80000.0,2062,1,2023-07-24,0,1,1,1,92,true
17375879,17375879000159,1,SUBLIME ODONTOLOGIA LTDA,ODONTO SUBLIME,8630504,Atividade odontológica,cnae_principal,,QUADRA SCN QUADRA 5 BLOCO A,SL 707,EDIF  BRASILIA SHOPPING,ASA NORTE,70715010,5300108,(61) 35263726,(61) 95590947,odontosublime@gmail.com,2012-12-03,164,5,80000.0,2062,0,2024-01-01,0,1,1,1,1,false
46549573,46549573000170,1,LUCAS TELES ODONTOLOGIA ESTETICA LTDA,LUCAS TELES ODONTOLOGIA ESTETICA,8630504,Atividade odontológica,cnae_principal,,"CONJUNTO AR 13 CONJUNTO 2, LOTE",11,,SETOR OESTE (SOBRADINHO II),73062302,5300108,(61) 34535766,(0000) 00000000,lucasteles.odontologia@gmail.com,2022-05-26,51,1,80000.0,2062,,,,1,1,1,1,false
22478506,22478506000143,1,CLINICA DE ENDODONTIA DR JOSE GUIMARAES NETO LTDA,DR JOSE GUIMARAES NETO,8630504,Atividade odontológica,cnae_principal,,SETOR SCN QUADRA 2 BLOCO D,S/N,: ENTRADA A; SALA: 327 E 329;,ASA NORTE,70712903,5300108,(61) 33260020,(61) 99843632,,2015-05-18,135,5,79000.0,2062,0,2018-01-01,0,1,1,1,128,true
23890410,23890410000150,1,LARA CRUVINEL S. DE PADUA LTDA,,8630504,Atividade odontológica,cnae_principal,,AVENIDA DAS CASTANHEIRAS LOTE 820 SALA 201 E 203 2 PAVIMENTO,S/N,,NORTE (AGUAS CLARAS),71900100,5300108,(61) 34350315,,larafrota@yahoo.com.br,2015-12-29,128,3,78800.0,2062,0,2018-01-01,0,1,1,1,112,true
10468398,10468398000149,1,CENTRO INTEGRADO DE ODONTOLOGIA E PSICOLOGIA LTDA,ODONTOVIDA,8630504,Atividade odontológica,cnae_principal,8650003,QUADRA 27 CONJUNTO 19 LOTE,08,"SALA  101,102",PARANOA,71572700,5300108,(61) 33110404,,,2008-10-31,214,3,78800.0,2062,1,2023-01-01,0,1,1,1,2,false
00893366,00893366000137,1,CLINICA DENTARIA DE HOMEOPATIA DOS MAXILARES LTDA,ODONTOCLINICA HOMEOPATICA,8630504,Atividade odontológica,cnae_principal,,CONDOMINIO JARDIM EUROPA 01 QD 02 CONJUNTO A,07,,SOBRADINHO,73105900,5300108,(61) 34753775,,,1995-11-06,369,1,78800.0,2062,,,,1,1,1,3,false
22348220,22348220000143,1,STEFANNY CURY ODONTOLOGIA LTDA,SCURY ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,RUA 33 SUL LOTE,05,LOJA  02                  COND  LE CLUB,SUL (AGUAS CLARAS),71930250,5300108,(61) 81353767,,scuryadm@gmail.com,2015-03-09,137,1,78800.0,2062,0,2024-01-01,0,1,1,1,48,true
24443429,24443429000111,1,ODONTO ARTE CLINICA ODONTOLOGICA LTDA,ODONTO ART CLINICA ODONTOLOGICA,8630504,Atividade odontológica,cnae_principal,,QUADRA QNO 9 CONJUNTO H LOTE,15,LOJA  01,CEILANDIA NORTE (CEILANDIA),72252098,5300108,(61) 33212471,,odontoartebsb@gmail.com,2015-11-20,129,5,78800.0,2062,1,2015-11-20,0,1,1,1,2,false
23548481,23548481000170,1,CENTRO CLINICO DANIELA JERKE LTDA,CLINICA DO SORRISO,8630504,Atividade odontológica,cnae_principal,,RUA RUA 4A CHACARA 108,05,LOTE  10                  LOJA  05,SETOR HABITACIONAL VICENTE PIRES,72006238,5300108,(61) 41018229,,danielajerke@hotmail.com,2015-10-26,130,1,78800.0,2062,1,2025-01-01,0,1,1,1,6,false
02272945,02272945000279,2,INSTITUTO MACHADO ODONTOLOGIA LTDA,INSTITUTO DE ORTODONTIA MACHADO E AUDICAO,8630504,Atividade odontológica,cnae_principal,,SETOR SHN QUADRA 2 BLOCO H,30,LOJA  65 70 74            SLJ,ASA NORTE,70702905,5300108,(61) 32250655,,brendo@cclcontabilidade.com.br,2009-08-11,204,3,78800.0,2062,,,,1,2,2,4,false
22891516,22891516000106,1,CLINICA ODONTOLOGICA GISELE LTDA,ODONTO CLINICA GISELE LIMA,8630504,Atividade odontológica,cnae_principal,,SETOR SRTVS,110,QUADRA: 701BLOCO O SALA 461;,ASA SUL,70340000,5300108,(61) 92142356,,,2015-07-20,133,1,78800.0,2062,0,2020-01-01,0,1,1,1,585,true
02628331,02628331000104,1,GRUPO ODONTOLOGICO ARRUDA SIMPLES LTDA,,8630504,Atividade odontológica,cnae_principal,,SHC/NORTE CL QUADRA 405 BLOCO D,49,SALAS 101 E 114,ASA NORTE,70846540,5300108,,,,1998-07-16,337,1,78800.0,2240,,,,1,1,1,1,false
21847641,21847641000156,1,KARLA CAETANO ODONTOLOGIA LTDA,ORTHODONTIC,8630504,Atividade odontológica,cnae_principal,,RUA RUA 4A AREA FEIRA,S/N,LOTE: 05 CHACARA 01; SALA: 101 102 103 E 104;,SETOR HABITACIONAL VICENTE PIRES,72006253,5300108,(61) 34355240,,,2015-01-13,139,1,78800.0,2062,,,,2,2,1,19,true
22780666,22780666000142,1,DRASMILE LTDA,DRASMILE EIRELI,8630504,Atividade odontológica,cnae_principal,7319003,"QUADRA EQ 47-49 PROJECAO 4, SALA",516,,SETOR CENTRAL (GAMA),72405499,5300108,(61) 30229700,,isisfabi_1@hotmail.com,2015-07-01,133,1,78800.0,2062,0,2020-01-01,0,1,1,1,1,false
22678342,22678342000106,1,ART ORAL CENTRO ODONTOLOGICO ESPECIALIZADO LTDA,ART ORAL CENTRO ODONTOLOGICO ESPECIALIZADO,8630504,Atividade odontológica,cnae_principal,,QUADRA QNJ 46,S/N,LOTE  52                  PAVMTO01,TAGUATINGA NORTE (TAGUATINGA),72140460,5300108,(61) 82469596,,rhayssaa@gmail.com,2015-06-17,134,1,78800.0,2062,0,2015-06-17,0,1,1,1,15,true
22238370,22238370000102,1,ORTHODONTIC MAGIC ODONTOLOGIA LTDA,ORTHODONTIC MAGIC,8630504,Atividade odontológica,cnae_principal,,QUADRA QS 6 CONJUNTO 3,25,LOJA  01,RIACHO FUNDO I,71820603,5300108,(61) 33996153,,juniorortodontia@hotmail.com,2015-04-08,136,1,78800.0,2062,1,2015-04-08,0,1,1,1,6,false
08329432,08329432000152,1,IEEP ODONTOLOGIA ESPECIALIZADA LTDA,IEEP ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,8599699,"SETOR SRTVS QUADRA 701,BLOCO O",110,SALA  619 620 E 621       EDIF  MULTIEMPRESARIAL,ASA SUL,70340000,5300108,(61) 33231644,,,2006-09-20,239,1,76000.0,2062,0,2015-01-01,0,1,1,1,585,true
40904376,40904376000145,1,RAMALHOS ODONTOLOGIA LTDA,RAMALHOS ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA QUADRA 103 CONJUNTO 10 LOTE,22,,SETOR RESIDENCIAL OESTE (SAO SEBASTIAO),71692228,5300108,(61) 99584034,,ramalhosodontologia.newcon@gmail.com,2021-02-18,66,1,75000.0,2062,0,2024-01-01,0,1,1,1,3,false
20035708,20035708000195,1,CLINICA ODONTOLOGICA ODONTOUP LTDA,CLINICA ODONTOLOGICA ODONTO-UP,8630504,Atividade odontológica,cnae_principal,3250706,QUADRA EQNL 10/12 BLOCO A SALA,107,,TAGUATINGA,72155520,5300108,(61) 93805152,(61) 33543743,lineacontabilidade@hotmail.com,2014-04-04,148,1,75000.0,2062,,,,1,1,1,1,false
02280379,02280379000166,1,BIOFACE - CIRURGIA ORAL E MAXILOFACIAL LTDA,,8630504,Atividade odontológica,cnae_principal,"7490199,8599604",SETOR SCN QUADRA 02BLOCO D ENTRADA B,S/N,"SALA  701, 703",ASA NORTE,70712903,5300108,(61) 30337067,,nbn.assessoria@gmail.com,1997-12-12,344,1,75000.0,2062,,,,1,1,1,128,true
49912463,49912463000119,1,VW ODONTOLOGIA LTDA,ODONTO MAISS,8630504,Atividade odontológica,cnae_principal,,SETOR SDS BLOCO A NUMERO 44 LOJA,13,LOJA  13                  EDIF  CENTRO COM BOULEVARD,ASA SUL,70391900,5300108,(61) 82684877,(0000) 00000000,odontomais.conic@gmail.com,2023-03-13,41,1,75000.0,2062,0,2025-01-01,0,1,1,1,1,false
10954412,10954412000114,1,ESPECIALLI BURITIS ODONTOLOGIA LTDA,ESPECIALLI BURITIS ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA 04 CONJUNTO J LOTE 50 LOJAS 01 E,02,      SRL,PLANALTINA,73360410,5300108,(61) 33082034,,crocdc@hotmail.com,2009-07-07,205,5,75000.0,2062,0,2015-01-01,0,1,1,1,3,false
41897799,41897799000148,1,E.G CLINICA LTDA,EDUARDO GRANJA CLINICA,8630504,Atividade odontológica,cnae_principal,9602502,RUA DAS CARNAUBAS LOTE 02 SALA,404,EDIF  CARNAUBAS,NORTE (AGUAS CLARAS),71904540,5300108,(61) 96879297,,clinicaepg@gmail.com,2021-05-11,63,1,75000.0,2062,1,2021-05-11,0,1,1,1,2,false
09351049,09351049000163,1,WEIDER DE OLIVEIRA SILVA LTDA,ODONTO ESTETIC,8630504,Atividade odontológica,cnae_principal,8599699,SETOR ST DE EDIF DE UTIL PUBLICAS SUL ENTREQ 710/910 CONJ D,S/N,SALA  213,ASA SUL,70390108,5300108,(61) 33694883,,,2008-02-11,222,1,73000.0,2062,,,,1,1,1,113,true
21295248,21295248000105,1,ABIGALIL ODONTOLOGIA HUMANIZADA LTDA,ABIGALIL ODONTOLOGIA HUMANIZADA AOH,8630504,Atividade odontológica,cnae_principal,3250706,QUADRA QS 612 CONJUNTO D  LOTE,08,,SAMAMBAIA NORTE,72322564,5300108,(61) 32029002,(61) 81264346,societario@hects.com.br,2014-10-23,142,3,73000.0,2062,0,2019-01-01,0,1,1,1,1,false
10618222,10618222000126,1,LOSC ODONTOLOGIA LTDA,LOSC ODOTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA QE 11 AREA ESPECIAL L SALA,227,EDIF  GUARA OFFICE,GUARA I,71020115,5300108,(61) 99774731,(61) 99774731,,2009-01-29,211,5,73000.0,2062,1,2015-01-01,0,1,1,1,1,false
09501134,09501134000160,1,NEO - NUCLEO DE ESTETICA ORAL LTDA,NEO - NUCLEO DE ESTETICA ORAL,8630504,Atividade odontológica,cnae_principal,8599699,QUADRA SEPN QD 513 CONJUNTO A SALA 306 E,308,EDIF  BITTAR I,ASA NORTE,70768900,5300108,(61) 93410202,,neocirurgiaeestetica@gmail.com,2008-04-16,220,1,73000.0,2062,,,,1,1,1,1,false
20884218,20884218000163,1,SORRIMANIA SAMAMBAIA ODONTOLOGIA LTDA,SORRIMANIA,8630504,Atividade odontológica,cnae_principal,4618402,"QUADRA QS 414 CONJUNTO F LOTE 01 SALAS 101, 103 E 105",S/N,,SAMAMBAIA,72320586,5300108,(61) 33638972,,,2014-08-20,144,1,72400.0,2062,0,2023-01-01,0,1,1,1,5,false
59172275,59172275000155,1,S SAMAMBAIA ODONTOLOGIA LTDA,SORRIMANIA,8630504,Atividade odontológica,cnae_principal,"4618402,7820500",QUADRA QS 414 CONJUNTO F LOTE,01,SALA  101/103 E 105,SAMAMBAIA NORTE (SAMAMBAIA),72320586,5300108,(61) 33638972,(0000) 00000000,arielly.financeiro@gmail.com,2025-01-29,19,1,72400.0,2062,0,2025-01-29,0,1,1,1,4,false
20238612,20238612000124,1,CENTRO ODONTOLOGICO MASTER DENTE LTDA,MASTER DENTE CENTRO ODONTOLOGICO,8630504,Atividade odontológica,cnae_principal,9602502,RUA DAS FIGUEIRAS LOTE,07,LOJA  71,NORTE (AGUAS CLARAS),71906750,5300108,(61) 33522288,(61) 35619710,masterdenteodonto@gmail.com,2014-04-15,148,1,72400.0,2062,1,2026-01-01,0,1,1,1,371,true
06905895,06905895000190,1,MAESTRIA  ODONTOLOGIA  LTDA,MAESTRIA ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA SHIS QI 11 BLOCO L,SN,LOJA  9 E 10,LAGO SUL,71625125,5300108,(61) 33645050,,,2004-08-03,264,1,72400.0,2062,,,,1,1,1,3,false
32850606,32850606000102,1,R & R ODONTOLOGIA LTDA,ODONTO ALFA INFINITY,8630504,Atividade odontológica,cnae_principal,,SETOR SETOR MEDICO HOSPITALAR NORTE QUADRA 2 BLOCO C,44,SALA  715 E 716           EDIF  DR. CRISPIM,ASA NORTE,70710149,5300108,(61) 30363230,,odontoalfainfinity@gmail.com,2019-02-21,90,3,72400.0,2062,0,2025-01-01,0,1,1,1,30,true
01506950,01506950000155,1,DENTCARE - CENTRO INTEGRADO DE ODONTOLOGIA LTDA,DENTCARE,8630504,Atividade odontológica,cnae_principal,,QUADRA SETOR COMERCIAL SUL QUADRA 07 BLOCO A,100,"      SALA 901, 903",ASA SUL,70307970,5300108,(61) 30321488,,,1996-10-31,358,3,72400.0,2062,,,,1,1,1,2,false
21416791,21416791000105,1,INSTITUTO ODONTOLOGICO MARCO CANCADO LTDA,INSTITUTO ODONTOLOGICO MARCO CANCADO,8630504,Atividade odontológica,cnae_principal,8599699,QUADRA C 01 LOTES 01/12,SN,SALA  424,TAGUATINGA,72010010,5300108,(61) 33529602,,,2014-11-13,141,1,72400.0,2062,1,2015-01-01,0,1,1,1,48,true
07541715,07541715000109,1,CEOP - CENTRO ODONTOLOGICO E DE PREVENCAO LTDA,IE ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,SRTV/SUL QUADRA 701 BLOCO K SALA,422,,ASA SUL,70340000,5300108,(61) 33227565,,,2005-07-27,253,3,72400.0,2062,1,2022-01-01,0,1,1,1,1,false
47122467,47122467000178,1,ODONTO ON FACE LTDA,ODONTO ON FACE,8630504,Atividade odontológica,cnae_principal,,AREA ESPECIAL SETOR C NORTE,8/9/10,SALA  105 D               ANDAR PRIMEIRO,TAGUATINGA NORTE (TAGUATINGA),72115700,5300108,(61) 96430545,(0000) 00000000,alinnychaves@gmail.com,2022-07-12,49,1,71000.0,2062,1,2026-01-01,0,1,1,1,8,false
41652525,41652525000199,1,ODONTEC ODONTOLOGIA LTDA,ODONTEC,8630504,Atividade odontológica,cnae_principal,,RUA RUA 37 NORTE LOTE,02,LOJA  09,NORTE (AGUAS CLARAS),71919360,5300108,(61) 99038942,,rafamarques92@gmail.com,2021-04-21,64,1,70500.0,2062,1,2026-01-01,0,1,1,1,17,true
18198904,18198904000139,1,VITAL IMPLANTES LTDA,VITAL IMPLANTES / VITAL CLINICA ODONTOLOGICA / ORAL MED,8630504,Atividade odontológica,cnae_principal,"3250706,8630599,8640204",QUADRA QSB 02 LOTE,S/N,LOTE  01/02/03/04         SALA  220/222 E 224,TAGUATINGA,72015901,5300108,(61) 30331122,,atendimento@vitalclinica.com.br,2013-05-07,159,5,70000.0,2062,,,,1,1,1,62,true
53691202,53691202000193,1,MAYA ODONTOLOGIA ESTETICA E HARMONIZACAO FACIAL LTDA,MAYA ODONTOLOGIA ESTETICA E HARMONIZACAO FACIAL,8630504,Atividade odontológica,cnae_principal,,QUADRA SEPS 705/905 CONJUNTO B CENTRO EMPRESARIAL ASA SUL,S/N,SALA  432,ASA SUL,70390055,5300108,(61) 82715888,(0000) 00000000,carlacastrioto.dra@gmail.com,2024-01-29,31,1,70000.0,2062,1,2024-01-29,0,1,1,1,136,true
19523642,19523642000101,1,MAURO HENRIQUE GONTIJO DE FARIA,CLINICA ALFA RIDERE SAUDE E ESTETICA BUCAL,8630504,Atividade odontológica,cnae_principal,,RUA 4 SUL LOTE,09,LOJA  02 E 03,SUL (AGUAS CLARAS),71937000,5300108,(61) 94525364,,ricardosp12@hotmail.com,2013-12-03,152,1,70000.0,2135,0,2023-01-01,0,1,1,1,9,false
54561078,54561078000104,1,DR. ANTHONELLE RAMALHO ODONTOLOGIA ESPECIALIZADA LTDA,RAMALHOS ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA QUADRA 103 CONJUNTO 16 LOTE,22,SALA  04,SETOR RESIDENCIAL OESTE (SAO SEBASTIAO),71692246,5300108,(61) 98322403,(0000) 00000000,anthonelle-ramalho@hotmail.com,2024-04-02,28,1,70000.0,2062,1,2024-04-02,0,1,1,1,1,false
51920058,51920058000194,1,KB ODONTOLOGIA LTDA,BARROS ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,"QUADRA 29 CONJUNTO 21, LOTE",16,SALA  102,PARANOA,71573017,5300108,(61) 92803785,(0000) 00000000,karenleticia5000@gmail.com,2023-08-23,36,1,70000.0,2062,,,,1,1,1,6,false
23277196,23277196000161,1,CEOF ODONTOLOGIA LTDA,CEOF ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,SETOR ENGENHO VELHO Quadra 10,03,LOTE  27                  LOJA,SETOR HABITACIONAL FERCAL (SOBRADINHO),73150030,5300108,(61) 33874194,(61) 34871776,asteccontabilidade@uol.com.br,2015-09-11,131,1,70000.0,2062,1,2015-09-11,0,1,1,1,2,false
37441410,37441410000188,1,ORTHO ART STUDIO SERVICOS DE ODONTOLOGIA LTDA,ORTHO ART STUDIO,8630504,Atividade odontológica,cnae_principal,,SETOR SAUS QUADRA 01 BLOCO N SALA 905,SN,,ASA SUL,70070941,5300108,(61) 32013212,,,2020-06-17,74,3,70000.0,2062,0,2020-06-17,0,1,1,1,11,true
48975702,48975702000117,1,W.S DA SILVA IMPLANTO FACE,IMPLANTO FACE,8630504,Atividade odontológica,cnae_principal,,QUADRA QS 110 CONJUNTO 6 LOTE,04,LOTE  5                   SALA  212 E 213,SAMAMBAIA SUL (SAMAMBAIA),72302536,5300108,(61) 85357613,,wanessa.dentista89@gmail.com,2022-12-26,44,1,70000.0,2135,1,2026-01-01,0,1,1,1,8,false
49066173,49066173000100,1,BOCCA CONSULTORIO ODONTOLOGICO LTDA,BOCCA ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,QUADRA 1D CONJUNTO D LOTE,50B,,ARAPOANGA (PLANALTINA),73368326,5300108,(61) 93811844,(0000) 00000000,jvmax42@gmail.com,2023-01-05,43,1,70000.0,2062,1,2023-01-05,0,1,1,1,2,false
56010996,56010996000170,1,FA CLINICA ODONTOLOGICA LTDA,CLINICA ORAL ESTHETIC,8630504,Atividade odontológica,cnae_principal,"4645101,4773300,6550200,8660700",SETOR SCS QUADRA 01 BLOCO C ENTRADA 30 SALA,312,EDIF  ANTONIO V. SILVA,ASA SUL,70395900,5300108,(61) 30601815,(0000) 00000000,f1alexandre@yahoo.com.br,2024-07-19,25,1,70000.0,2062,0,2024-07-19,0,1,1,1,7,false
53406597,53406597000135,1,FONSECA ODONTOLOGIA LTDA,FONSECA ODONTOLOGIA LTDA,8630504,Atividade odontológica,cnae_principal,,QUADRA QUADRA 2 CONJUNTO A LOTE,05,SALA  02,VARJAO,71555043,5300108,(61) 82447012,(0000) 00000000,flaviabfonseca@gmail.com,2024-01-08,31,3,70000.0,2062,1,2024-01-08,0,1,1,1,1,false
41828834,41828834000177,1,FCT ODONTO LTDA,,8630504,Atividade odontológica,cnae_principal,,SETOR SCN QUADRA 1 BLOCO F SALA,905,EDIF  AMERICA OFFICE TOWER,ASA NORTE,70711905,5300108,(61) 86259907,,ftodontologiaeestetica@gmail.com,2021-05-05,63,1,70000.0,2062,1,2026-01-01,0,1,1,1,1,false
54775724,54775724000136,1,GHBN ODONTOLOGIA LTDA,GHBN ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA SCS QUADRA 02 BLOCO C,99,SALA  113,ASA SUL,70302000,5300108,(61) 99984347,(0000) 00000000,dr.gustavoimplantodontia@gmail.com,2024-04-17,28,1,70000.0,2062,1,2024-04-17,0,1,1,1,3,false
46776697,46776697000198,1,W.Z. ROCHA ODONTOLOGIA LTDA,TRANFORMARE ODONTOLOGICA E ESTETICA,8630504,Atividade odontológica,cnae_principal,9602502,QUADRA QR 321 CONJUNTO 03 LOTE,04,CASA  02,SAMAMBAIA SUL (SAMAMBAIA),72309303,5300108,(61) 33596719,(0000) 00000000,wilkerzuete1@gmail.com,2022-06-14,50,1,70000.0,2062,1,2026-01-01,0,1,1,1,1,false
46768539,46768539000196,1,ESTHETICLIN ODONTOLOGIA E ESTETICA LTDA,ESTHETICLIN ODONTOLOGIA E ESTETICA,8630504,Atividade odontológica,cnae_principal,"4772500,9602502",AVENIDA INDEPENDENCIA QUADRA 69B LOTE,09,LOJA  01,SETOR TRADICIONAL (PLANALTINA),73330004,5300108,(61) 98822555,,estheticlinplanaltina@gmail.com,2022-06-13,50,1,70000.0,2062,0,2022-06-13,0,1,1,1,2,false
34014503,34014503000138,1,IMPLA ODONTOLOGIA LTDA,IMPLA ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA QND 1 LOTE,07,SALA  303 TERCEIRO ANDAR,TAGUATINGA NORTE (TAGUATINGA),72120010,5300108,(61) 83775941,,implaodontologia01@gmail.com,2019-06-25,86,1,70000.0,2062,1,2019-06-25,0,1,1,1,1,false
